Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Daayen Ya Baayen,2010.0,115.0,"Comedy, Drama, Family",6.3,146.0,Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam
Dabang Sarkar,2018.0,,Action,4.2,18.0,Yogesh Raj Mishra,Akanksha Awasthi,C P Bhatt,Samarth Chaturvedi
Dabangg,2010.0,126.0,"Action, Comedy, Crime",6.2,30194.0,Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood
Dabangg 2,2012.0,120.0,"Action, Comedy, Crime",4.8,16920.0,Arbaaz Khan,Salman Khan,Sonakshi Sinha,Prakash Raj
Dabangg 3,2019.0,160.0,"Action, Comedy, Crime",3.0,15817.0,Prabhu Deva,Salman Khan,Sudeep,Sonakshi Sinha
Dacait,1987.0,158.0,"Action, Drama",6.5,270.0,Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri
Dacait,2000.0,,Action,5.1,9.0,Jitendra Chawda,Ishrat Ali,Dharmendra,Mohan Joshi
Dada,1979.0,137.0,"Action, Drama, Family",5.0,24.0,Jugal Kishore,Vinod Mehra,Bindiya Goswami,Jeevan
Dada,1999.0,133.0,Action,4.8,30.0,T.L.V. Prasad,Ishrat Ali,Arjun,Mithun Chakraborty
Dadagiri,1987.0,,"Action, Crime, Drama",5.5,51.0,Deepak S. Shivdasani,Rati Agnihotri,Rakesh Bedi,Mohan Choti
Dadar Kirti,1980.0,154.0,"Comedy, Drama",7.2,191.0,Tarun Majumdar,Tapas Pal,Ayan Banerjee,Mahua Roy Chowdhury
Daddy,2017.0,134.0,"Action, Biography, Crime",6.4,1886.0,Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat
Daddy Cool: Join the Fun,2009.0,102.0,"Comedy, Drama",3.8,362.0,K. Muralimohana Rao,Sunil Shetty,Aarti Chhabria,Aashish Chaudhary
Daddy's Daughter,2017.0,97.0,Drama,7.7,40.0,Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1975.0,118.0,"Drama, Mystery",4.9,7.0,K. Shrivastava,Randhir Kapoor,Rekha,Ajit
Dagadi Chaawl,2015.0,120.0,"Action, Crime, Drama",6.2,180.0,Chandrakant Kanse,Ankush Chaudhari,Makrand Deshpande,Pooja Sawant
Dahan,1998.0,145.0,Drama,7.4,285.0,Rituparno Ghosh,Shakuntala Barua,Chandni,Abhishek Chatterjee
Dahej,1950.0,149.0,Drama,6.3,15.0,Shantaram Rajaram Vankudre,Mumtaz Begum,Karan Dewan,Jayashree
Dahek: A Burning Passion,1999.0,155.0,"Drama, Romance, Thriller",5.5,189.0,Lateef Binny,Sonali Bendre,Danny Denzongpa,Anang Desai
Dahek: A Restless Mind,2007.0,,"Crime, Drama, Romance",5.9,14.0,Aroop Adhikari,Sharad S. Kapoor,Amit Khaladkar,Rajit Kapoor
Dahleez,1986.0,161.0,"Action, Drama",5.3,50.0,Ravi Chopra,Jackie Shroff,Raj Babbar,Meenakshi Sheshadri
Dahshat,1981.0,,Horror,5.7,58.0,Shyam Ramsay,Tulsi Ramsay,Navin Nischol,Sarika
Daisy,1988.0,,Drama,7.1,76.0,Prathap Pothen,Harish,Sohniya,Sonia
Dak Bangla,1987.0,,Horror,5.2,72.0,Keshu Ramsay,Aaloka,Bhakti Bhansali,Leena Das
Daku,1955.0,,,6.8,6.0,Aspi Irani,Maya Dass,Anwar Hussain,Shammi Kapoor
Daku Aur Jawan,1978.0,,Action,5.4,15.0,Sunil Dutt,Sunil Dutt,Reena Roy,Vinod Khanna
Daku Aur Mahatma,1977.0,127.0,"Action, Drama",4.7,7.0,Ravikant Nagaich,Rajendra Kumar,Reena Roy,Kabir Bedi
Daku Ganga Jamuna,2000.0,93.0,"Action, Adventure, Crime",3.9,7.0,Kanti Shah,Sapna Sappu,Amit Pachori,Durgesh Nandini
Daku Hasina,1987.0,,"Action, Drama",5.5,31.0,Ashok Roy,Zeenat Aman,Rajinikanth,Pradeep Kumar
Daku Kali Bhawani,2000.0,120.0,Action,3.8,5.0,S.R. Pratap,Dharmendra,Milind Gunaji,Mohan Joshi
Daku Mangal Singh,1966.0,,"Action, Drama",6.4,10.0,Chand,Dara Singh,Mumtaz,Prithviraj Kapoor
Daku Munni Bai,1991.0,,Action,7.5,33.0,Mohan Babu,Jayasudha,Vijayalalitha,
Daku Ramkali,2000.0,134.0,"Adventure, Drama, Musical",5.0,17.0,Kanti Shah,Sapna Sappu,Jay Thakur,Rajesh Vivek
Dal: The Gang,2001.0,,Action,4.9,7.0,Vicky Ranawat,Ishrat Ali,Sadashiv Amrapurkar,Rajesh Bakshi
Dalaal,1993.0,160.0,"Action, Drama",4.9,105.0,Partho Ghosh,Mithun Chakraborty,Ayesha Jhulka,Ravi Behl
Dam999,2011.0,108.0,"Adventure, Drama, Sci-Fi",3.3,980.0,Sohan Roy,Vinay Rai,Joshua Fredric Smith,Megha Burman
Damaad,1978.0,110.0,Comedy,7.0,52.0,Rajat Rakshit,Amol Palekar,Ranjeeta Kaur,Ashok Saraf
Damadamm!,2011.0,122.0,"Comedy, Drama, Romance",4.0,406.0,Swapna Joshi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi
Daman: A Victim of Marital Violence,2001.0,,Drama,5.5,88.0,Kalpana Lajmi,Raveena Tandon,Sayaji Shinde,Sanjay Suri
Damini,1993.0,175.0,"Crime, Drama",7.8,3185.0,Rajkumar Santoshi,Meenakshi Sheshadri,Rishi Kapoor,Sunny Deol
Damul,1985.0,106.0,Drama,6.7,127.0,Prakash Jha,Manohar Singh,Annu Kapoor,Sreela Majumdar
Dana Paani,1989.0,,"Action, Crime, Drama",4.9,19.0,Deven Verma,Mithun Chakraborty,Padmini Kolhapure,Nirupa Roy
Danav,2003.0,,"Action, Romance",4.7,12.0,Makrand Deshpande,Sonali Kulkarni,Aryan Vaid,Sayaji Shinde
Dance Dance,1987.0,153.0,"Action, Drama, Musical",6.1,267.0,Babbar Subhash,Mithun Chakraborty,Smita Patil,Mandakini
Dance of the Wind,1997.0,85.0,"Drama, Music",6.6,128.0,Rajan Khosa,Ami Arora,Roshan Bano,Kitu Gidwani
Dance Party,1995.0,124.0,"Family, Music, Romance",2.6,25.0,Deepak Balraj Vij,Raman Trikha,Raymon Singh,Aartii Naagpal
Dancer,1991.0,150.0,"Action, Drama, Musical",3.9,613.0,Kishore Vyas,Akshay Kumar,Kirti Singh,Mohnish Bahl
Dand Nayak,1998.0,153.0,Action,3.7,24.0,Sikander Bharti,Arjun,Arun Bakshi,Arun Bali
Dangal,2016.0,161.0,"Action, Biography, Drama",8.4,165074.0,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh
Danger,2005.0,,Action,4.7,6.0,Allari Naresh,Satya Prakash,Aahuthi Prasad,Sai Ram Shankar
Danger,2002.0,,"Crime, Drama, Thriller",6.8,53.0,Govind Menon,Ashutosh Rana,Tara Deshpande,Jas Arora
Dangerous Ishq,2012.0,130.0,"Fantasy, Mystery, Romance",3.9,847.0,Vikram Bhatt,Karisma Kapoor,Rajniesh Duggall,Divya Dutta
Dank,2019.0,108.0,"Horror, Thriller",5.7,19.0,Pushkar Manohar,Sharad Ponkshe,Smita Shewale,Ananda Karekar
Dansh,2005.0,103.0,Drama,7.0,65.0,Kamika Verma,Kanika Verma,Kay Kay Menon,Sonali Kulkarni
Dansh,2018.0,85.0,Drama,8.3,9.0,Balmukund Tripathi,Abhishek Brahmachari,Ajay Dubey,Harsh Gupta
Daraar,1996.0,105.0,"Action, Drama, Romance",5.4,506.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Rishi Kapoor,Juhi Chawla
Daraar,1987.0,,Action,2.6,13.0,Raj Bharat,Amala Akkineni,Raj Babbar,Kiran Kumar
Darasingh: Ironman,1964.0,,"Action, Adventure, Drama",5.6,10.0,Kedar Kapoor,Dara Singh,Nishi,Jeevan
Darbaan,2020.0,145.0,Drama,7.5,727.0,Bipin Nadkarni,Sharib Hashmi,Sharad Kelkar,Mukesh Ramani
Darbar,2020.0,159.0,"Action, Thriller",6.1,5175.0,A.R. Murugadoss,Rajinikanth,Nayanthara,Nivetha Thomas
Dard,1947.0,,"Drama, Family, Musical",6.3,15.0,Abdul Rashid Kardar,Shyam Kumar,Nusrat,Munawar Sultana
Dard (Conflict of Emotions),1981.0,,"Drama, Crime, Family",7.2,64.0,Ambrish Sangal,Rajesh Khanna,Hema Malini,Poonam Dhillon
Dard Ka Rishta,1982.0,152.0,Drama,7.0,64.0,Sunil Dutt,Sunil Dutt,Reena Roy,Smita Patil
Dard-E-Dil,1983.0,,"Action, Romance",6.7,13.0,Suraj Prakash,Mukesh Khanna,Zarina Wahab,Shashikala
Darinda,1977.0,,Action,5.9,23.0,Kaushal Bharati,Khausal Bharti,Sunil Dutt,Parveen Babi
Darinda,2005.0,76.0,Horror,5.2,8.0,Kanti Shah,Anil Nagrath,Sapna Sappu,Vinod Tripathi
Dariya Dil,1988.0,146.0,Drama,5.1,191.0,K. Ravi Shankar,Govinda,Kimi Katkar,Roshni
Darklight,2019.0,113.0,Drama,6.5,8.0,Mayur Hardas,Chandni,Raj Arjun,Ishan Chavan
Darkness Visible,2019.0,107.0,Thriller,5.6,329.0,Neil Biswas,Seema Biswas,Sayani Gupta,Salóme Gunnarsdóttir
Darling,2007.0,128.0,"Drama, Horror, Romance",3.8,589.0,Ram Gopal Varma,Fardeen Khan,Esha Deol,Isha Koppikar
Darling Darling,1977.0,,Romance,6.8,34.0,Gogi Anand,Dev Anand,Zeenat Aman,Nadira
Darmiyaan: In Between,1997.0,128.0,Drama,7.2,62.0,Kalpana Lajmi,Kirron Kher,Arif Zakaria,Tabu
Darna Mana Hai,2003.0,121.0,Horror,6.3,3207.0,Prawaal Raman,Saif Ali Khan,Sameera Reddy,Vivek Oberoi
Darna Zaroori Hai,2006.0,108.0,Horror,5.4,1962.0,J.D. Chakravarthi,Manish Gupta,Sajid Khan,Jijy Philip
Darogaji,1949.0,123.0,"Crime, Drama, Romance",7.7,9.0,Akhtar Hussein,Nargis,Paidi Jairaj,Rashid Khan
Darpan,1970.0,140.0,"Drama, Family",7.1,37.0,Adurthi Subba Rao,Sunil Dutt,Waheeda Rehman,Sonia Sahni
Darr,1993.0,178.0,"Action, Drama, Romance",7.8,22635.0,Yash Chopra,Juhi Chawla,Sunny Deol,Shah Rukh Khan
Darr @ the Mall,2014.0,124.0,"Horror, Thriller",4.9,936.0,Pawan Kripalani,Jimmy Sheirgill,Nushrat Bharucha,Arif Zakaria
Darshan,1941.0,,,7.0,8.0,Chimanlal Luhar,Prem Adib,Jyoti,Bhudo Advani
Darwaza,1978.0,117.0,Horror,6.0,89.0,Shyam Ramsay,Tulsi Ramsay,Anil Dhawan,Shyamalee
Darwaza,2002.0,84.0,Horror,4.3,50.0,Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori
Darwaza Bandh Rakho,2006.0,106.0,"Comedy, Crime, Drama",5.3,337.0,J.D. Chakravarthi,Ishrat Ali,Abhay Bhargava,Snehal Dabi
Das Capital Gulamon Ki Rajdhani,2020.0,,Drama,7.1,28.0,Rajan Kothari,Dayal Nihalani,Yashpal Sharma,Pratibha Sharma
Dashavatar,2008.0,119.0,"Animation, Family",6.4,110.0,Bhavik Thakore,Vinay Apte,Kenneth Desai,Rupali Ganguly
Dassehra,2018.0,131.0,"Action, Thriller",3.8,316.0,Manish Vatssalya,Saurabh Choudhary,Neil Nitin Mukesh,Tina Desai
Dastaan,1972.0,173.0,"Comedy, Drama, Thriller",6.9,122.0,B.R. Chopra,Dilip Kumar,Sharmila Tagore,Prem Chopra
Dastak,1996.0,141.0,"Drama, Romance",4.7,293.0,Mahesh Bhatt,Sushmita Sen,Mukul Dev,Sharad S. Kapoor
Dastak,1970.0,145.0,Drama,7.1,122.0,Rajinder Singh Bedi,Sanjeev Kumar,Rehana Sultan,Shakeela Bano Bhopali
Dastan,1950.0,122.0,"Drama, Family, Romance",6.8,61.0,Abdul Rashid Kardar,Suraiya,Raj Kapoor,Veena
Dastoor,1991.0,,"Drama, Mystery",4.8,11.0,Anil Mattoo,Pomy Dev,Dolly Minhas,Dinesh Hingoo
Dasvidaniya,2008.0,113.0,"Comedy, Drama",7.8,6140.0,Shashant Shah,Vinay Pathak,Sarita Joshi,Rajat Kapoor
Dattak,2001.0,125.0,Drama,7.4,57.0,Gul Bahar Singh,Rajit Kapoor,Anjan Srivastav,A.K. Hangal
Daud: Fun on the Run,1997.0,180.0,"Action, Adventure, Comedy",5.9,1006.0,Ram Gopal Varma,Sanjay Dutt,Urmila Matondkar,Paresh Rawal
Daughters of This Century,2001.0,180.0,,6.7,19.0,Tapan Sinha,Shabana Azmi,Jaya Bachchan,Arjun Chakraborty
Daulat,1982.0,150.0,"Action, Crime, Drama",6.1,35.0,Mohan Segal,Vinod Khanna,Zeenat Aman,Amjad Khan
Daulat Ke Dushman,1983.0,,Action,3.3,15.0,Bimal Rawal,Manu,Manjushree,Mehmood
Daulat Ki Jung,1992.0,143.0,"Action, Adventure, Romance",5.7,834.0,S.A. Kader,Aamir Khan,Juhi Chawla,Shafi Inamdar
Dav Pech,1989.0,,Action,4.1,18.0,Kawal Sharma,Jeetendra,Bhanupriya,Prem Chopra
David,2013.0,155.0,"Action, Crime, Drama",6.2,2608.0,Bejoy Nambiar,Vikram,Neil Nitin Mukesh,Vinay Virmani
Dayar E Madina,1975.0,137.0,Drama,7.2,6.0,A. Shamsheer,Nazima,Tabrez,Heena Kausar
Dayavan,1988.0,173.0,"Action, Crime, Drama",6.5,548.0,Feroz Khan,Vinod Khanna,Feroz Khan,Amala Akkineni
Days and Nights on Earth,2017.0,75.0,Drama,8.1,15.0,Piyush Sharma,Charvi Dutta,Rishi Singh,Anuj Sen
Days of Tafree,2016.0,155.0,Comedy,7.3,252.0,Krishnadev Yagnik,Yash Soni,Ansh Bagri,Sarabjeet Bindra
D-Day,2013.0,153.0,"Action, Thriller",7.2,9525.0,Nikkhil Advani,Irrfan Khan,Rishi Kapoor,Arjun Rampal
De Dana Dan,2009.0,162.0,"Action, Comedy, Crime",5.5,7758.0,Priyadarshan,Akshay Kumar,Sunil Shetty,Katrina Kaif
De De Pyaar De,2019.0,135.0,"Comedy, Drama, Romance",6.6,7329.0,Akiv Ali,Ajay Devgn,Tabu,Rakul Preet Singh
De Taali,2008.0,140.0,"Comedy, Drama, Romance",4.1,808.0,Eeshwar Nivas,Aftab Shivdasani,Riteish Deshmukh,Ayesha Takia
Dead Morning,2016.0,126.0,"Comedy, Thriller",6.4,10.0,Prashant Passy Pilley,Manisha Chauhan,Nidhi Gupta,Saurabh Kishore
Deadline: Sirf 24 Ghante,2006.0,102.0,"Crime, Thriller",6.3,585.0,Tanveer Khan,Rajit Kapoor,Konkona Sen Sharma,Jhanak Shukla
Dear Dad,2016.0,95.0,"Drama, Family",6.3,384.0,Tanuj Bhramar,Arvind Swamy,Ekavali Khanna,Himanshu Sharma
Dear Maya,2017.0,111.0,"Drama, Romance",5.8,390.0,Sunaina Bhatnagar,Manisha Koirala,Madiha Imam,Shreya Chaudhary
Dear Molly,2018.0,91.0,Drama,7.8,10.0,Gajendra Ahire,Alok Rajwade,Mrinmayee Godbole,Gurbani Gill
Dear Vs Bear,2014.0,145.0,"Adventure, Thriller",6.6,18.0,Sanjeev Vedwan,Uttar Kumar,Kavita Joshi,Manoj Bakshi
Dear Zindagi,2016.0,151.0,"Drama, Romance",7.5,37149.0,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor
Debshishu,1987.0,100.0,Drama,7.5,22.0,Utpalendu Chakrabarty,Bijoy Dey,Noni Ganguly,Rohini Hattangadi
Dedh Ishqiya,2014.0,152.0,"Comedy, Drama, Romance",7.1,6978.0,Abhishek Chaubey,Madhuri Dixit,Naseeruddin Shah,Arshad Warsi
Deedar,1992.0,130.0,"Drama, Romance",4.3,578.0,Pramod Chakravorty,Akshay Kumar,Karisma Kapoor,Laxmikant Berde
Deedar,1951.0,130.0,"Musical, Romance",7.6,198.0,Nitin Bose,Nargis,Ashok Kumar,Dilip Kumar
Deedar-E-Yaar,1982.0,,"Drama, Romance",5.3,45.0,Harnam Singh Rawail,Jeetendra,Rekha,Rishi Kapoor
Deewaanapan,2001.0,153.0,"Action, Romance",4.6,418.0,Ashu Trikha,Arjun Rampal,Dia Mirza,Vinod Khanna
Deewaangee,1976.0,168.0,"Action, Crime, Drama",6.5,40.0,Samir Ganguly,Shashi Kapoor,Zeenat Aman,Ranjeet
Deewaar,1975.0,174.0,"Action, Crime, Drama",8.1,10361.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Nirupa Roy
Deewana,1952.0,,Romance,5.0,10.0,Abdul Rashid Kardar,Suraiya,Sumitra Devi,Suresh
Deewana,1992.0,185.0,"Action, Comedy, Crime",6.9,6298.0,Raj Kanwar,Rishi Kapoor,Divya Bharti,Shah Rukh Khan
Deewana Hoon Pagal Nahi,1998.0,,"Drama, Family, Action",4.1,8.0,Mohanji Prasad,Rakesh Bedi,Laxmikant Berde,Vikas Bhalla
Deewana Main Deewana,2013.0,130.0,"Comedy, Drama, Romance",2.4,339.0,K.C. Bokadia,Govinda,Priyanka Chopra Jonas,Nasir Khan
Deewana Mastana,1997.0,140.0,"Comedy, Romance",6.7,2488.0,David Dhawan,Anil Kapoor,Govinda,Juhi Chawla
Deewana Mujh Sa Nahin,1990.0,130.0,"Romance, Comedy, Drama",5.7,953.0,Y. Nageswara Rao,M. Parvez,Aamir Khan,Madhuri Dixit
Deewana Tere Naam Ka,1987.0,97.0,"Drama, Romance",5.0,25.0,Deepak Bahry,Mithun Chakraborty,Vijayata Pandit,Danny Denzongpa
Deewane,2000.0,164.0,"Action, Romance",4.7,587.0,Harry Baweja,Ajay Devgn,Urmila Matondkar,Mahima Chaudhry
Deewane,1991.0,,Romance,3.2,6.0,Chander Sharma,Akashdeep,Beena Banerjee,Bindu
Deewane Huye Paagal,2005.0,158.0,"Action, Comedy, Drama",5.3,4622.0,Vikram Bhatt,Shahid Kapoor,Akshay Kumar,Sunil Shetty
Deewangee,2002.0,169.0,"Crime, Drama, Mystery",6.6,2620.0,Anees Bazmee,Ajay Devgn,Akshaye Khanna,Urmila Matondkar
Deha,2007.0,126.0,Romance,6.4,66.0,Mahesh Manjrekar,Mahesh Manjrekar,Jaya Prada,Supriya Karnik
Dehraadun Diary,2013.0,,Thriller,5.6,50.0,Milind Ukey,Adhyayan Suman,Rati Agnihotri,Muntazir Ahmad
Dekh Bhai Dekh: Laughter Behind Darkness,2009.0,105.0,"Comedy, Crime, Drama",4.5,26.0,Rahat Kazmi,Gracy Singh,Siddharth Koirala,Raghuvir Yadav
Dekh Kabira Roya,1957.0,141.0,"Comedy, Romance",7.4,29.0,Amiya Chakrabarty,Anita Guha,Anoop Kumar,Jawahar Kaul
Dekh Tamasha Dekh,2014.0,110.0,Comedy,6.1,284.0,Feroz Abbas Khan,Satish Kaushik,Tanvi Azmi,Vinay Jain
Dekha Pyar Tumhara,1985.0,138.0,"Comedy, Drama",5.6,38.0,Virendra Sharma,Kamal Haasan,Rati Agnihotri,Deven Verma
Delhi 47 KM,2018.0,98.0,Drama,5.9,24.0,Shadab Khan,Shadab Khan,Shadab Khan,Shadab Khan
Delhi Belly,2011.0,103.0,"Action, Comedy, Crime",7.6,28299.0,Abhinay Deo,Akshat Verma,Imran Khan,Vir Das
Delhi in a Day,2011.0,88.0,"Comedy, Drama",6.2,395.0,Prashant Nair,Victor Banerjee,Siddharth Bhardwaj,Vidya Bhushan
Delhi Safari,2012.0,96.0,"Animation, Adventure, Comedy",5.6,1631.0,Nikkhil Advani,Govinda,Akshaye Khanna,Urmila Matondkar
Delhi-6,2009.0,141.0,Drama,6.1,7256.0,Rakeysh Omprakash Mehra,Waheeda Rehman,Abhishek Bachchan,Sonam Kapoor
Delhii Heights,2007.0,,"Drama, Romance",4.2,183.0,Kumar Anand,Jimmy Sheirgill,Neha Dhupia,Manoj Bakshi
Delinquent Dancers,2012.0,94.0,Music,5.9,48.0,Samit Kakkad,Akhilesh,Sulabha Arya,Raqesh Bapat
Department,2012.0,141.0,"Action, Crime, Thriller",3.1,965.0,Ram Gopal Varma,Sanjay Dutt,Rana Daggubati,Lakshmi Manchu
Des Pardes,1978.0,,"Drama, Family",7.1,151.0,Dev Anand,Dev Anand,Ajit,Pran
Desamuduru,2007.0,148.0,"Action, Drama, Romance",6.2,1608.0,Puri Jagannadh,Allu Arjun,Hansika Motwani,Pradeep Singh Rawat
Desh,2002.0,130.0,Drama,4.9,50.0,Raja Sen,Jaya Bachchan,Sabyasachi Chakrabarty,Subhendu Chatterjee
Desh Drohee,1980.0,158.0,Action,5.5,11.0,Prakash Mehra,Saira Banu,Navin Nischol,Rakesh Pandey
Desh Drohi,2008.0,140.0,"Action, Thriller",1.4,3899.0,Jagdish A. Sharma,Kamal Rashid Khan,Gracy Singh,Hrishitaa Bhatt
Desh Ke Dushman,1989.0,,Action,3.9,14.0,Swaroop Kumar,Raaj Kumar,Navin Nischol,Aditya Pancholi
Desh Premee,1982.0,165.0,"Action, Comedy, Drama",6.0,536.0,Manmohan Desai,Amitabh Bachchan,Hema Malini,Navin Nischol
Deshwasi,1991.0,145.0,"Action, Crime, Drama",3.6,12.0,Rajiv Goswami,Tom Alter,Mahesh Bhatt,Poonam Dhillon
Desi Boyz,2011.0,122.0,"Comedy, Drama",5.7,13203.0,Rohit Dhawan,Akshay Kumar,John Abraham,Deepika Padukone
Desi Kattey,2014.0,139.0,Action,4.0,126.0,Kumar Anand,Akhil Kapur,Tia Bajpai,Jay Bhanushali
Detective,1958.0,114.0,Mystery,6.4,15.0,Shakti Samanta,Pradeep Kumar,Mala Sinha,Johnny Walker
Detective Byomkesh Bakshy!,2015.0,139.0,"Action, Crime, Drama",7.7,21107.0,Dibakar Banerjee,Sushant Singh Rajput,Anand Tiwari,Neeraj Kabi
Detective Naani,2009.0,140.0,"Crime, Drama, Family",6.2,76.0,Romilla Mukherjee,Ava Mukherjee,Zain Khan,Simran Singh
Dev,2004.0,172.0,Drama,6.9,1332.0,Govind Nihalani,Amitabh Bachchan,Om Puri,Fardeen Khan
Dev Anand in Goa (Alias Farar),1955.0,,"Action, Drama, Romance",5.8,16.0,Phani Majumdar,Dev Anand,Geeta Bali,Manmohan Krishna
Dev.D,2009.0,144.0,"Drama, Romance",8.0,29283.0,Anurag Kashyap,Abhay Deol,Mahie Gill,Kalki Koechlin
Devaki,2005.0,87.0,Drama,4.2,31.0,Bappaditya Bandopadhyay,Ram Kapoor,Suman Ranganath,Arvin Tucker
Devar,1966.0,156.0,"Crime, Drama, Romance",7.2,81.0,Mohan Segal,Dharmendra,Sharmila Tagore,Shashikala
Devar Bhabhi,1958.0,,Drama,6.5,6.0,Kedar Kapoor,Rajendra Kumar,Leela Mishra,Ram Mohan
Devata,1978.0,148.0,"Drama, Family",7.1,50.0,S. Ramanathan,Sanjeev Kumar,Shabana Azmi,Rakesh Roshan
Devdas,2002.0,185.0,"Drama, Musical, Romance",7.6,39573.0,Sanjay Leela Bhansali,Shah Rukh Khan,Aishwarya Rai Bachchan,Madhuri Dixit
Devdas,1936.0,139.0,"Drama, Romance",6.2,91.0,P.C. Barua,K.L. Saigal,A.H. Shore,Pahadi Sanyal
Devdas,1955.0,159.0,"Drama, Musical, Romance",7.9,1731.0,Bimal Roy,Dilip Kumar,Suchitra Sen,Vyjayanthimala
Devi,1970.0,,"Drama, Family",6.6,19.0,V. Madhusudan Rao,Nutan,Sanjeev Kumar,Rehman
Devi Ahilya Bai,2002.0,146.0,"Biography, Drama, History",6.6,17.0,Jayoo,Natiker,Sadashiv Amrapurkar,Shabana Azmi
Devi Aur Hero,2019.0,117.0,Drama,7.8,15.0,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Vibhawari Deshpande
Devi Durga Shakti,2001.0,,Fantasy,5.6,16.0,Pughalmani,Devayani,Meena,Varalakshmi P.R.
Devi Maa,2006.0,,Fantasy,6.6,14.0,Ramanarayanan,Meena,Charan Raj,Ramki
Devi Putrudu,2004.0,161.0,"Action, Drama, Fantasy",5.8,260.0,Kodi Ramakrishna,Venkatesh Daggubati,Anjala Zaveri,Soundarya
Devil (Maupassant's Le Diable),2019.0,79.0,Drama,5.2,16.0,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey
Devil's Daughter,2019.0,89.0,"Comedy, Drama, Fantasy",2.6,172.0,Ghorban Mohammadpour,Hamid Farokhnezhad,Esha Gupta,Jackie Shroff
Devta,1956.0,178.0,"Adventure, Drama",5.7,16.0,Pattanna,Vyjayanthimala,Anjali Devi,Gemini Ganesan
Devta,1998.0,177.0,Action,3.5,21.0,Jagdish A. Sharma,Arun Bakshi,Mithun Chakraborty,Mushtaq Khan
Dhaad,2018.0,135.0,Action,5.5,13.0,Paresh Naik,Sameera Awasthi,Nandita Das,Sandeep Kulkarni
Dhaai Akshar Prem Ke,2000.0,167.0,"Drama, Romance",3.7,1313.0,Raj Kanwar,Abhishek Bachchan,Aishwarya Rai Bachchan,Amrish Puri
Dhaal: The Battle of Law Against Law,1997.0,148.0,"Action, Drama",5.1,68.0,Sameer Malkan,Vinod Khanna,Sunil Shetty,Gautami
Dhadak,1998.0,,Romance,6.1,7.0,Sanjeev Naik,Deepak Deulkar,Shoaib Khan,Harsha Mehra
Dhadak,2018.0,138.0,"Drama, Romance",4.5,9399.0,Shashank Khaitan,Janhvi Kapoor,Ishaan Khattar,Ashutosh Rana
Dhadkan,2000.0,161.0,"Drama, Romance",6.5,6953.0,Dharmesh Darshan,Akshay Kumar,Shilpa Shetty Kundra,Sunil Shetty
Dhadkanein,2006.0,146.0,"Action, Crime, Drama",4.4,12.0,Imran Khalid,Attin Bhalla,Preeti,Harsh Chhaya
Dhamaal,2007.0,136.0,"Action, Adventure, Comedy",7.3,13878.0,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi
Dhamkee,1973.0,132.0,"Action, Crime, Drama",5.4,14.0,Kalpataru,Vinod Khanna,Kumkum,Mehmood Jr.
Dhamkee,2005.0,,"Action, Thriller",2.5,15.0,Aziz Chhapra,Rajat Bedi,Shweta Menon,Sadhika
Dhan Daulat,1980.0,146.0,Drama,6.5,57.0,Harish Shah,Rishi Kapoor,Neetu Singh,Pran
Dhan Dhana Dhan Goal,2007.0,167.0,"Drama, Sport",5.0,2410.0,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu
Dhanwaan,1993.0,123.0,"Comedy, Drama, Romance",3.4,252.0,K. Viswanath,Ajay Devgn,Manisha Koirala,Karisma Kapoor
Dhanwan,1981.0,152.0,"Crime, Drama, Family",7.3,55.0,Surendra Mohan,Rajesh Khanna,Reena Roy,Rakesh Roshan
Dhara,2008.0,95.0,"Drama, Romance",4.3,11.0,Masud Mirza,Sudhanshu Pandey,Hrishitaa Bhatt,Anuj Punj
Dhara 302,2016.0,148.0,Drama,4.4,16.0,Jitendra Singh Naruka,Muntazir Ahmad,Dipti Dhotre,Dipti
Dharam Kanta,1982.0,,"Action, Drama",6.2,77.0,Sultan Ahmed,Raaj Kumar,Rajesh Khanna,Jeetendra
Dharam Kanta,1991.0,,Action,5.8,10.0,Kodanda Rami Reddy A.,Nagarjuna Akkineni,Ramya Krishnan,Akkineni Nageshwara Rao
Dharam Karam,1975.0,159.0,"Family, Drama",6.0,140.0,Randhir Kapoor,Raj Kapoor,Randhir Kapoor,Rekha
